怪物编号	怪物名称	等级	兵种	兵种等级	技能	技能等级	战斗力	攻击	血量	物理防御	法术防御	闪避	暴击	命中	破招	格挡	刚毅	素材	是否实体化	实体化素材
442034	敌军谋士	34	4	11	3	3	6495	2438	3145	1379	1423	0	5	0	3	1	0	hero/zhugedan_big.png	0	
442035	敌军谋士	35	4	11	3	3	6762	2560	3399	1465	1511	0	4	0	3	1	0	hero/zhugedan_big.png	0	
442036	敌军谋士	36	4	11	3	3	7451	2676	3796	1668	1742	0	5	0	3	1	0	hero/zhugedan_big.png	0	
442037	敌军谋士	37	4	11	3	3	7660	2798	3926	1736	1817	0	5	0	3	2	0	hero/zhugedan_big.png	0	
442038	敌军谋士	38	4	11	3	3	8147	3029	4185	1798	1889	0	5	0	3	2	0	hero/zhugedan_big.png	0	
442039	敌军谋士	39	4	11	3	3	8362	3145	4319	1911	2030	0	5	0	3	2	0	hero/zhugedan_big.png	0	
442040	敌军谋士	40	4	11	3	4	9560	3401	4632	2042	2189	0	5	0	4	2	0	hero/zhugedan_big.png	0	
442041	敌军谋士	41	4	12	3	4	9759	3490	4838	2089	2240	0	5	0	4	2	0	hero/zhugedan_big.png	0	
442042	敌军谋士	42	4	12	3	4	10175	3618	4970	2316	2496	0	5	0	4	2	0	hero/zhugedan_big.png	0	
442043	敌军谋士	43	4	12	3	4	10440	3758	5107	2394	2584	0	5	0	4	2	0	hero/zhugedan_big.png	0	
442044	敌军谋士	44	4	12	3	4	10806	3943	5405	2486	2695	0	6	0	4	2	0	hero/zhugedan_big.png	0	
442045	敌军谋士	45	4	12	3	4	11367	4367	5543	2568	2861	0	6	0	4	2	0	hero/zhugedan_big.png	0	
442046	敌军谋士	46	4	12	3	4	12124	4607	6028	2698	3008	0	7	0	5	3	0	hero/zhugedan_big.png	0	
442047	敌军谋士	47	4	12	3	5	12665	4744	6334	2766	3088	0	7	0	5	3	0	hero/zhugedan_big.png	0	
442048	敌军谋士	48	4	12	3	5	13048	5056	6477	2881	3299	0	7	0	5	3	0	hero/zhugedan_big.png	0	
442049	敌军谋士	49	4	12	3	5	13555	5197	6619	3152	3582	0	8	0	5	3	0	hero/zhugedan_big.png	0	
442050	敌军谋士	50	4	12	3	5	13962	5370	6928	3250	3694	0	8	0	5	3	0	hero/zhugedan_big.png	0	
442051	敌军谋士	51	4	13	3	5	14558	5859	7016	3356	3895	0	8	0	6	3	0	hero/zhugedan_big.png	0	
442052	敌军谋士	52	4	13	3	6	15067	6019	7164	3439	3992	0	10	0	6	3	0	hero/zhugedan_big.png	0	
442053	敌军谋士	53	4	13	3	6	15907	6190	7818	3537	4104	0	10	0	6	3	0	hero/zhugedan_big.png	0	
442054	敌军谋士	54	4	13	3	6	16258	6446	7970	3622	4203	0	10	0	6	3	0	hero/zhugedan_big.png	0	
442055	敌军谋士	55	4	13	3	6	17356	6626	8125	3911	4505	0	10	0	6	3	0	hero/zhugedan_big.png	0	
442056	敌军谋士	56	4	13	3	7	18351	7116	8482	3999	4607	0	11	0	7	3	0	hero/zhugedan_big.png	0	
442057	敌军谋士	57	4	13	3	7	18776	7393	8637	4215	4727	0	11	0	7	3	0	hero/zhugedan_big.png	0	
442058	敌军谋士	58	4	13	3	7	19142	7567	8792	4304	4832	0	11	0	7	4	0	hero/zhugedan_big.png	0	
442059	敌军谋士	59	4	13	3	7	20124	7758	9524	4416	4958	0	11	0	7	4	0	hero/zhugedan_big.png	0	
442060	敌军谋士	60	4	13	3	8	21183	8090	9683	4978	5434	0	12	0	8	4	0	hero/zhugedan_big.png	0	
442061	敌军谋士	61	4	14	3	8	22304	8790	10000	5180	5652	0	12	0	8	5	0	hero/zhugedan_big.png	0	
442062	敌军谋士	62	4	14	3	8	22838	8980	10282	5281	5771	0	12	0	8	5	1	hero/zhugedan_big.png	0	
442063	敌军谋士	63	4	14	3	9	23582	9188	10451	5520	5912	0	13	0	8	5	1	hero/zhugedan_big.png	0	
442064	敌军谋士	64	4	14	3	9	24764	9382	11311	5622	6032	0	13	0	8	5	1	hero/zhugedan_big.png	0	
442065	敌军谋士	65	4	14	3	9	25904	9593	11730	6126	6552	0	13	0	8	5	1	hero/zhugedan_big.png	0	
442066	敌军谋士	66	4	14	3	9	27015	10294	11907	6347	6809	0	13	0	9	6	1	hero/zhugedan_big.png	0	
442067	敌军谋士	67	4	14	3	10	27679	10518	12088	6481	6960	0	13	0	9	6	1	hero/zhugedan_big.png	0	
442068	敌军谋士	68	4	14	3	10	28473	10723	12513	6591	7088	0	14	0	9	6	1	hero/zhugedan_big.png	0	
442069	敌军谋士	69	4	14	3	10	30000	10950	13452	6841	7374	0	14	0	9	6	1	hero/zhugedan_big.png	0	
442070	敌军谋士	70	4	14	3	11	32274	11230	13637	7493	8057	0	14	1	10	7	1	hero/zhugedan_big.png	0	
442071	敌军谋士	71	4	15	3	11	33518	12026	14010	7608	8180	0	14	1	10	7	1	hero/zhugedan_big.png	0	
442072	敌军谋士	72	4	15	3	11	34164	12243	14197	7840	8450	0	14	1	10	7	1	hero/zhugedan_big.png	0	
442073	敌军谋士	73	4	15	3	12	35268	12481	14384	7986	8614	0	15	1	11	8	1	hero/zhugedan_big.png	0	
442074	敌军谋士	74	4	15	3	12	37516	12740	15887	8143	8792	0	15	1	11	8	1	hero/zhugedan_big.png	0	
442075	敌军谋士	75	4	15	3	12	39150	13099	16081	8882	9681	0	15	1	11	8	1	hero/zhugedan_big.png	0	
442076	敌军谋士	76	4	15	3	13	40865	14130	16282	9045	9864	0	16	1	11	8	2	hero/zhugedan_big.png	0	
442077	敌军谋士	77	4	15	3	13	41801	14346	16765	9165	10003	0	16	1	11	8	2	hero/zhugedan_big.png	0	
442078	敌军谋士	78	4	15	3	13	42832	14774	16969	9334	10326	0	16	1	11	9	2	hero/zhugedan_big.png	0	
442079	敌军谋士	79	4	15	3	14	45756	14994	18417	9456	10468	0	17	1	12	9	2	hero/zhugedan_big.png	0	
442080	敌军谋士	80	4	15	3	14	48226	15347	18906	10433	11479	0	18	1	12	9	2	hero/zhugedan_big.png	0	
442081	敌军谋士	81	4	4	3	14	50980	17048	19461	10752	11963	0	18	1	12	9	2	hero/zhugedan_big.png	0	
442082	敌军谋士	82	4	4	3	15	52173	17339	19671	10933	12167	0	19	1	13	9	2	hero/zhugedan_big.png	0	
442083	敌军谋士	83	4	4	3	15	53351	17575	20213	11066	12321	0	19	1	13	9	2	hero/zhugedan_big.png	0	
442084	敌军谋士	84	4	4	3	15	56821	18028	22021	11426	12531	0	19	1	13	9	2	hero/zhugedan_big.png	0	
442085	敌军谋士	85	4	4	3	16	60614	18271	22247	12624	13751	0	20	1	13	10	3	hero/zhugedan_big.png	0	
442086	敌军谋士	86	4	4	3	16	63222	19901	22802	12819	13970	0	20	1	13	10	3	hero/zhugedan_big.png	0	
442087	敌军谋士	87	4	4	3	17	64743	20303	23029	13133	14132	0	21	1	14	10	3	hero/zhugedan_big.png	0	
442088	敌军谋士	88	4	4	3	17	66052	20621	23261	13331	14354	0	21	1	14	11	3	hero/zhugedan_big.png	0	
442089	敌军谋士	89	4	4	3	17	71335	20875	25941	13474	14520	0	21	2	14	12	3	hero/zhugedan_big.png	0	
442090	敌军谋士	90	4	4	3	18	76027	21432	26172	15215	16127	0	22	2	15	12	3	hero/zhugedan_big.png	0	
442091	敌军谋士	91	4	5	3	18	78414	23156	26353	15330	16252	0	23	2	15	13	3	hero/zhugedan_big.png	0	
442092	敌军谋士	92	4	5	3	18	80035	23429	26903	15512	16459	0	23	2	15	13	3	hero/zhugedan_big.png	0	
442093	敌军谋士	93	4	5	3	19	82470	23629	27080	15807	16796	0	23	2	16	13	4	hero/zhugedan_big.png	0	
442094	敌军谋士	94	4	5	3	19	88748	23905	29934	15992	17008	0	23	2	16	14	4	hero/zhugedan_big.png	0	
442095	敌军谋士	95	4	5	3	19	94095	24110	30485	17659	18699	0	23	2	16	14	4	hero/zhugedan_big.png	0	
442096	敌军谋士	96	4	5	3	20	97831	26502	30672	18021	19107	0	24	2	16	14	4	hero/zhugedan_big.png	0	
442097	敌军谋士	97	4	5	3	20	99889	26713	30859	18148	19258	0	24	2	16	15	4	hero/zhugedan_big.png	0	
442098	敌军谋士	98	4	5	3	21	102377	27003	31416	18342	19480	0	24	2	17	15	4	hero/zhugedan_big.png	0	
442099	敌军谋士	99	4	5	3	21	110614	27220	34692	18646	19828	0	24	2	17	15	5	hero/zhugedan_big.png	0	
442100	敌军谋士	100	4	5	3	21	118356	27517	34889	20964	22174	0	24	2	17	16	5	hero/zhugedan_big.png	0	
442101	敌军谋士	101	4	5	3	22	127813	30623	36171	21469	22705	0	25	3	18	17	5	hero/zhugedan_big.png	0	
442102	敌军谋士	102	4	5	3	22	129583	31062	36376	21640	23088	0	25	3	18	17	5	hero/zhugedan_big.png	0	
442103	敌军谋士	103	4	5	3	22	130778	31229	36585	21754	23217	0	26	3	18	17	5	hero/zhugedan_big.png	0	
442104	敌军谋士	104	4	5	3	23	144257	31454	41548	21927	23405	0	26	3	18	17	6	hero/zhugedan_big.png	0	
442105	敌军谋士	105	4	5	3	23	154498	31838	41762	24502	26192	0	26	3	19	17	6	hero/zhugedan_big.png	0	
442106	敌军谋士	106	4	5	3	24	160925	35230	41983	24682	26386	0	27	3	19	17	6	hero/zhugedan_big.png	0	
442107	敌军谋士	107	4	5	3	24	163379	35404	42620	24801	26521	0	27	3	19	17	6	hero/zhugedan_big.png	0	
442108	敌军谋士	108	4	5	3	25	166761	35856	42845	24983	26915	0	28	3	20	18	6	hero/zhugedan_big.png	0	
442109	敌军谋士	109	4	5	3	25	182087	36032	47991	25104	27051	0	28	3	20	18	7	hero/zhugedan_big.png	0	
442110	敌军谋士	110	4	5	3	25	197699	36273	48672	28458	30419	0	28	3	20	18	7	hero/zhugedan_big.png	0	
442111	敌军谋士	111	4	5	3	26	200015	36577	48843	28778	30503	0	29	4	20	18	7	hero/zhugedan_big.png	0	
442112	敌军谋士	112	4	5	3	26	204862	36821	49076	28968	30708	0	30	4	21	19	7	hero/zhugedan_big.png	0	
442113	敌军谋士	113	4	5	3	27	208366	37000	49762	29094	30850	0	30	4	21	19	7	hero/zhugedan_big.png	0	
442114	敌军谋士	114	4	5	3	27	232248	37463	56345	29525	31059	0	30	4	21	20	8	hero/zhugedan_big.png	0	
442115	敌军谋士	115	4	5	3	27	235157	37647	56593	29657	31206	0	31	4	21	21	8	hero/zhugedan_big.png	0	
442116	敌军谋士	116	4	5	3	28	239342	37899	57294	29857	31421	0	31	4	22	21	8	hero/zhugedan_big.png	0	
442117	敌军谋士	117	4	5	3	28	241827	38302	57544	30226	31568	0	31	4	22	21	8	hero/zhugedan_big.png	0	
442118	敌军谋士	118	4	5	3	28	246205	38559	57796	30430	31788	0	32	4	22	22	9	hero/zhugedan_big.png	0	
442119	敌军谋士	119	4	5	3	29	249454	38745	58286	30565	31937	0	32	4	23	22	9	hero/zhugedan_big.png	0	
442120	敌军谋士	120	4	5	3	29	252627	39003	58540	31006	32158	0	32	5	23	22	9	hero/zhugedan_big.png	0	
442121	敌军谋士	121	4	5	3	30	257866	39102	58736	31101	32252	0	33	5	23	23	9	hero/zhugedan_big.png	0	
542001	敌军红颜	1	5	1	1	1	567	454	422	309	268	0	0	0	0	0	0	hero/hongyan_big.png	0	
542002	敌军红颜	2	5	1	3	1	572	454	422	309	268	0	0	0	0	0	0	hero/hongyan_big.png	0	
542003	敌军红颜	3	5	1	5	1	649	468	540	320	278	0	0	0	0	0	0	hero/hongyan_big.png	0	
542004	敌军红颜	4	5	1	1	1	1027	481	658	330	287	0	0	0	0	0	0	hero/hongyan_big.png	0	
542005	敌军红颜	5	5	1	3	1	1304	563	793	403	357	0	0	0	0	0	0	hero/hongyan_big.png	0	
542006	敌军红颜	6	5	1	5	1	1298	498	833	359	319	0	0	0	0	0	0	hero/hongyan_big.png	0	
542007	敌军红颜	7	5	1	1	1	1337	514	874	372	330	0	0	0	0	0	0	hero/hongyan_big.png	0	
542008	敌军红颜	8	5	1	3	1	1377	530	914	384	341	0	0	0	0	0	0	hero/hongyan_big.png	0	
542009	敌军红颜	9	5	1	5	1	1444	560	978	406	361	1	0	0	0	0	1	hero/hongyan_big.png	0	
542010	敌军红颜	10	5	1	1	1	1652	608	1019	418	372	1	0	0	0	0	1	hero/hongyan_big.png	0	
542011	敌军红颜	11	5	2	3	1	1663	611	1026	421	375	1	0	0	0	0	1	hero/hongyan_big.png	0	
542012	敌军红颜	12	5	2	5	1	1704	628	1067	434	387	1	0	0	0	0	1	hero/hongyan_big.png	0	
542013	敌军红颜	13	5	2	1	1	1746	645	1109	446	399	1	0	0	0	0	1	hero/hongyan_big.png	0	
542014	敌军红颜	14	5	2	3	1	1958	661	1185	490	441	1	0	0	0	0	1	hero/hongyan_big.png	0	
542015	敌军红颜	15	5	2	5	1	2018	713	1226	502	452	1	0	0	0	0	1	hero/hongyan_big.png	0	
542016	敌军红颜	16	5	2	1	1	2032	695	1268	492	443	0	0	0	0	0	1	hero/hongyan_big.png	0	
542017	敌军红颜	17	5	2	3	1	2091	711	1344	504	454	0	0	0	0	0	1	hero/hongyan_big.png	0	
542018	敌军红颜	18	5	2	5	1	2334	762	1448	516	464	0	0	0	0	0	1	hero/hongyan_big.png	0	
542019	敌军红颜	19	5	2	1	1	2375	778	1489	528	476	0	0	0	0	0	1	hero/hongyan_big.png	0	
542020	敌军红颜	20	5	2	3	1	2623	864	1565	540	487	0	0	0	0	0	1	hero/hongyan_big.png	0	
542021	敌军红颜	21	5	3	5	1	2658	911	1572	551	496	0	0	0	0	0	1	hero/hongyan_big.png	0	
542022	敌军红颜	22	5	3	1	1	2708	942	1613	572	515	0	0	0	0	0	1	hero/hongyan_big.png	0	
542023	敌军红颜	23	5	3	3	1	2765	953	1689	581	524	0	0	0	0	0	1	hero/hongyan_big.png	0	
542024	敌军红颜	24	5	3	5	2	3179	1044	1806	689	628	1	1	0	0	0	2	hero/hongyan_big.png	0	
542025	敌军红颜	25	5	3	3	2	3793	1108	1916	728	664	1	1	0	0	0	2	hero/hongyan_big.png	0	
542026	敌军红颜	26	5	3	3	2	3966	1183	2119	773	707	1	1	0	0	0	2	hero/hongyan_big.png	0	
542027	敌军红颜	27	5	3	3	2	4116	1293	2238	871	748	1	1	0	0	0	2	hero/hongyan_big.png	0	
542028	敌军红颜	28	5	3	3	2	4705	1500	2512	927	794	1	1	0	0	0	2	hero/hongyan_big.png	0	
542029	敌军红颜	29	5	3	3	2	4895	1585	2728	978	838	1	1	0	0	0	2	hero/hongyan_big.png	0	
542030	敌军红颜	30	5	3	3	2	5057	1699	2857	1078	879	1	1	0	0	0	2	hero/hongyan_big.png	0	
542031	敌军红颜	31	5	11	3	2	5399	1914	2981	1216	998	1	2	0	0	1	3	hero/hongyan_big.png	0	
542032	敌军红颜	32	5	11	3	2	5966	2105	3169	1405	1179	1	2	0	0	1	3	hero/hongyan_big.png	0	
542033	敌军红颜	33	5	11	3	3	6271	2202	3305	1520	1233	2	2	0	0	1	3	hero/hongyan_big.png	0	
542034	敌军红颜	34	5	11	3	3	6495	2335	3498	1586	1319	2	2	0	0	1	3	hero/hongyan_big.png	0	
542035	敌军红颜	35	5	11	3	3	6762	2456	3769	1674	1406	2	2	0	0	1	3	hero/hongyan_big.png	0	
542036	敌军红颜	36	5	11	3	3	7451	2568	4185	1886	1633	2	2	0	0	1	3	hero/hongyan_big.png	0	
542037	敌军红颜	37	5	11	3	3	7660	2685	4333	1962	1704	2	2	0	0	2	3	hero/hongyan_big.png	0	
542038	敌军红颜	38	5	11	3	3	8147	2910	4610	2034	1770	2	2	0	0	2	3	hero/hongyan_big.png	0	
542039	敌军红颜	39	5	11	3	3	8362	3023	4762	2156	1907	2	2	0	0	2	3	hero/hongyan_big.png	0	
542040	敌军红颜	40	5	11	3	4	9560	3264	5093	2316	2052	2	2	0	0	2	4	hero/hongyan_big.png	0	
542041	敌军红颜	41	5	12	3	4	9759	3351	5299	2366	2101	2	2	0	0	2	4	hero/hongyan_big.png	0	
542042	敌军红颜	42	5	12	3	4	10175	3474	5449	2605	2353	2	2	0	0	2	4	hero/hongyan_big.png	0	
542043	敌军红颜	43	5	12	3	4	10440	3608	5604	2693	2436	3	2	0	0	2	4	hero/hongyan_big.png	0	
542044	敌军红颜	44	5	12	3	4	10806	3784	5921	2804	2536	3	2	0	0	2	4	hero/hongyan_big.png	0	
542045	敌军红颜	45	5	12	3	4	11367	4202	6076	2897	2696	3	2	0	0	2	4	hero/hongyan_big.png	0	
542046	敌军红颜	46	5	12	3	4	12124	4434	6591	3045	2834	3	2	0	0	3	5	hero/hongyan_big.png	0	
542047	敌军红颜	47	5	12	3	5	12665	4565	6917	3125	2909	4	2	0	0	3	5	hero/hongyan_big.png	0	
542048	敌军红颜	48	5	12	3	5	13048	4865	7077	3262	3108	4	2	0	0	3	5	hero/hongyan_big.png	0	
542049	敌军红颜	49	5	12	3	5	13555	5001	7238	3545	3385	4	3	0	0	3	5	hero/hongyan_big.png	0	
542050	敌军红颜	50	5	12	3	5	13962	5167	7565	3657	3489	4	3	0	0	3	5	hero/hongyan_big.png	0	
542051	敌军红颜	51	5	13	3	5	14558	5645	7654	3784	3681	4	3	0	0	3	6	hero/hongyan_big.png	0	
542052	敌军红颜	52	5	13	3	6	15067	5798	7820	3881	3771	5	4	0	0	3	6	hero/hongyan_big.png	0	
542053	敌军红颜	53	5	13	3	6	15907	5962	8493	3993	3876	5	4	0	0	3	6	hero/hongyan_big.png	0	
542054	敌军红颜	54	5	13	3	6	16258	6211	8663	4092	3968	5	4	0	0	3	6	hero/hongyan_big.png	0	
542055	敌军红颜	55	5	13	3	6	17356	6383	8837	4394	4264	5	5	0	0	3	6	hero/hongyan_big.png	0	
542056	敌军红颜	56	5	13	3	7	18351	6868	9212	4497	4358	5	5	0	0	3	7	hero/hongyan_big.png	0	
542057	敌军红颜	57	5	13	3	7	18776	7137	9385	4727	4471	5	5	0	0	3	7	hero/hongyan_big.png	0	
542058	敌军红颜	58	5	13	3	7	19142	7303	9559	4832	4568	5	5	0	0	4	7	hero/hongyan_big.png	0	
542059	敌军红颜	59	5	13	3	7	20124	7488	10309	4958	4687	5	5	0	0	4	7	hero/hongyan_big.png	0	
542060	敌军红颜	60	5	13	3	8	21183	7806	10487	5545	5151	5	5	0	0	4	8	hero/hongyan_big.png	0	
542061	敌军红颜	61	5	14	3	8	22304	8497	10822	5765	5360	5	6	0	0	5	8	hero/hongyan_big.png	0	
542062	敌军红颜	62	5	14	3	8	22838	8678	11122	5884	5469	5	6	0	1	5	8	hero/hongyan_big.png	0	
542063	敌军红颜	63	5	14	3	9	23582	8880	11311	6138	5602	6	6	0	1	5	8	hero/hongyan_big.png	0	
542064	敌军红颜	64	5	14	3	9	24764	9064	12188	6258	5714	6	6	0	1	5	8	hero/hongyan_big.png	0	
542065	敌军红颜	65	5	14	3	9	25904	9267	12626	6778	6226	6	6	0	1	5	8	hero/hongyan_big.png	0	
542066	敌军红颜	66	5	14	3	9	27015	9959	12823	7016	6474	6	6	0	1	6	9	hero/hongyan_big.png	0	
542067	敌军红颜	67	5	14	3	10	27679	10174	13023	7167	6617	6	6	0	1	6	9	hero/hongyan_big.png	0	
542068	敌军红颜	68	5	14	3	10	28473	10370	13467	7296	6736	6	6	0	1	6	9	hero/hongyan_big.png	0	
542069	敌军红颜	69	5	14	3	10	30000	10589	14424	7563	7013	6	6	0	1	6	9	hero/hongyan_big.png	0	
542070	敌军红颜	70	5	14	3	11	32274	10854	14628	8245	7681	7	6	1	1	7	10	hero/hongyan_big.png	0	
542071	敌军红颜	71	5	15	3	11	33518	11646	15002	8369	7801	7	7	1	1	7	10	hero/hongyan_big.png	0	
542072	敌军红颜	72	5	15	3	11	34164	11853	15207	8620	8060	7	7	1	1	7	10	hero/hongyan_big.png	0	
542073	敌军红颜	73	5	15	3	12	35268	12082	15413	8784	8215	8	7	1	1	8	11	hero/hongyan_big.png	0	
542074	敌军红颜	74	5	15	3	12	37516	12330	16935	8962	8383	8	7	1	1	8	11	hero/hongyan_big.png	0	
542075	敌军红颜	75	5	15	3	12	39150	12680	17148	9719	9263	8	7	1	1	8	11	hero/hongyan_big.png	0	
542076	敌军红颜	76	5	15	3	13	40865	13701	17367	9902	9437	8	8	1	2	8	11	hero/hongyan_big.png	0	
542077	敌军红颜	77	5	15	3	13	41801	13908	17869	10041	9565	8	8	1	2	8	11	hero/hongyan_big.png	0	
542078	敌军红颜	78	5	15	3	13	42832	14325	18092	10232	9878	8	8	1	2	9	11	hero/hongyan_big.png	0	
542079	敌军红颜	79	5	15	3	14	45756	14535	19559	10373	10009	9	9	1	2	9	12	hero/hongyan_big.png	0	
542080	敌军红颜	80	5	15	3	14	48226	14871	20067	11384	11003	9	9	1	2	9	12	hero/hongyan_big.png	0	
542081	敌军红颜	81	5	4	3	14	50980	16557	20646	11731	11473	9	9	1	2	9	12	hero/hongyan_big.png	0	
542082	敌军红颜	82	5	4	3	15	52173	16838	20876	11936	11667	9	10	1	2	9	13	hero/hongyan_big.png	0	
542083	敌军红颜	83	5	4	3	15	53351	17063	21437	12090	11809	9	10	1	2	9	13	hero/hongyan_big.png	0	
542084	敌军红颜	84	5	4	3	15	56821	17504	23265	12473	12008	9	10	1	2	9	13	hero/hongyan_big.png	0	
542085	敌军红颜	85	5	4	3	16	60614	17736	23510	13693	13217	10	11	1	3	10	13	hero/hongyan_big.png	0	
542086	敌军红颜	86	5	4	3	16	63222	19354	24084	13912	13423	10	11	1	3	10	13	hero/hongyan_big.png	0	
542087	敌军红颜	87	5	4	3	17	64743	19746	24331	14247	13575	10	12	1	3	10	14	hero/hongyan_big.png	0	
542088	敌军红颜	88	5	4	3	17	66052	20051	24582	14470	13785	10	13	1	3	11	14	hero/hongyan_big.png	0	
542089	敌军红颜	89	5	4	3	17	71335	20294	27281	14636	13940	10	13	2	3	12	14	hero/hongyan_big.png	0	
542090	敌军红颜	90	5	4	3	18	76027	20832	27531	16416	15527	10	13	2	3	12	15	hero/hongyan_big.png	0	
542091	敌军红颜	91	5	5	3	18	78414	22550	27713	16541	15646	10	14	2	3	13	15	hero/hongyan_big.png	0	
542092	敌军红颜	92	5	5	3	18	80035	22811	28281	16748	15841	10	14	2	3	13	15	hero/hongyan_big.png	0	
542093	敌军红颜	93	5	5	3	19	82470	23000	28478	17066	16167	11	14	2	4	13	16	hero/hongyan_big.png	0	
542094	敌军红颜	94	5	5	3	19	88748	23262	31351	17278	16365	11	14	2	4	14	16	hero/hongyan_big.png	0	
542095	敌军红颜	95	5	5	3	19	94095	23456	31921	18969	18045	11	14	2	4	14	16	hero/hongyan_big.png	0	
542096	敌军红颜	96	5	5	3	20	97831	25833	32128	19358	18438	11	14	2	4	14	16	hero/hongyan_big.png	0	
542097	敌军红颜	97	5	5	3	20	99889	26032	32334	19509	18578	12	14	2	4	15	16	hero/hongyan_big.png	0	
542098	敌军红颜	98	5	5	3	21	102377	26309	32910	19731	18786	12	15	2	4	15	17	hero/hongyan_big.png	0	
542099	敌军红颜	99	5	5	3	21	110614	26513	36205	20059	19121	12	15	2	5	15	17	hero/hongyan_big.png	0	
542100	敌军红颜	100	5	5	3	21	118356	26796	36421	22406	21453	12	15	2	5	16	17	hero/hongyan_big.png	0	
542101	敌军红颜	101	5	5	3	22	127813	29887	37736	22941	21969	13	15	3	5	17	18	hero/hongyan_big.png	0	
542102	敌军红颜	102	5	5	3	22	129583	30319	37960	23127	22344	13	15	3	5	17	18	hero/hongyan_big.png	0	
542103	敌军红颜	103	5	5	3	22	130778	30478	38189	23256	22465	13	16	3	5	17	18	hero/hongyan_big.png	0	
542104	敌军红颜	104	5	5	3	23	144257	30695	43172	23444	22646	13	16	3	6	17	18	hero/hongyan_big.png	0	
542105	敌军红颜	105	5	5	3	23	154498	31072	43406	26034	25425	13	16	3	6	17	19	hero/hongyan_big.png	0	
542106	敌军红颜	106	5	5	3	24	160925	34456	43646	26229	25613	14	18	3	6	17	19	hero/hongyan_big.png	0	
542107	敌军红颜	107	5	5	3	24	163379	34623	44303	26364	25740	14	18	3	6	17	19	hero/hongyan_big.png	0	
542108	敌军红颜	108	5	5	3	25	166761	35068	44547	26561	26126	14	18	3	6	18	20	hero/hongyan_big.png	0	
542109	敌军红颜	109	5	5	3	25	182087	35236	49713	26696	26255	14	19	3	7	18	20	hero/hongyan_big.png	0	
542110	敌军红颜	110	5	5	3	25	197699	35470	50414	30065	29615	14	19	3	7	18	20	hero/hongyan_big.png	0	
542111	敌军红颜	111	5	5	3	26	200015	35774	50585	30384	29699	14	19	4	7	18	20	hero/hongyan_big.png	0	
542112	敌军红颜	112	5	5	3	26	204862	36010	50837	30590	29897	15	20	4	7	19	21	hero/hongyan_big.png	0	
542113	敌军红颜	113	5	5	3	27	208366	36181	51543	30732	30031	15	21	4	7	19	21	hero/hongyan_big.png	0	
542114	敌军红颜	114	5	5	3	27	232248	36638	58146	31178	30233	15	21	4	8	20	21	hero/hongyan_big.png	0	
542115	敌军红颜	115	5	5	3	27	235157	36814	58414	31324	30373	15	22	4	8	21	21	hero/hongyan_big.png	0	
542116	敌军红颜	116	5	5	3	28	239342	37059	59134	31539	30579	15	22	4	8	21	22	hero/hongyan_big.png	0	
542117	敌军红颜	117	5	5	3	28	241827	37453	59404	31922	30720	15	22	4	8	21	22	hero/hongyan_big.png	0	
542118	敌军红颜	118	5	5	3	28	246205	37702	59675	32142	30932	15	23	4	9	22	22	hero/hongyan_big.png	0	
542119	敌军红颜	119	5	5	3	29	249454	37883	60185	32291	31073	15	23	4	9	22	23	hero/hongyan_big.png	0	
542120	敌军红颜	120	5	5	3	29	252627	38132	60458	32748	31287	15	23	5	9	22	23	hero/hongyan_big.png	0	
542121	敌军红颜	121	5	5	3	30	257866	38231	60655	32842	31381	16	23	5	9	23	23	hero/hongyan_big.png	0	
440007	李儒	7	4	5	1	1	1196	539	808	282	361	0	2	0	2	0	0	hero/guojia_big.png	0	
340012	董卓	12	3	5	3	1	1747	655	1193	525	331	1	0	0	2	0	0	hero/dongzhuo_big.png	0	
440023	张角	23	4	5	1	1	2771	1111	1677	513	639	0	3	0	2	0	0	hero/zhangjiao_big.png	0	
340028	吕布	28	3	5	3	2	5046	1697	3132	1173	775	1	2	0	3	0	0	hero/lvbu_big.png	0	
140038	袁术	38	1	5	1	3	8770	3153	5681	2096	1897	0	2	0	0	6	4	hero/yuanshu_big.png	0	
140048	袁绍	48	1	5	1	5	14182	5269	8642	3229	3401	1	3	0	0	9	6	hero/yuanshao_big.png	0	
340053	公孙渊	53	3	5	5	6	17897	6840	10517	4972	4055	5	5	0	7	3	0	hero/caopi_big.png	0	
140058	公孙瓒	58	1	5	5	7	21765	8236	12070	4908	5247	2	6	0	0	11	8	hero/gongsunzan_big.png	0	
440063	蒯越	63	4	5	5	9	25118	10707	12179	6432	6889	0	15	0	10	6	1	hero/zhugedan_big.png	0	
340068	刘表	68	3	5	5	10	33800	12084	16803	9119	7232	7	8	1	11	8	1	hero/xunyou_big.png	0	
340073	马超	73	3	5	5	12	42196	14078	19159	10932	8877	9	8	1	13	10	2	hero/machao_big.png	0	
240078	马腾	78	2	5	5	13	50846	16692	22391	10616	12817	5	19	7	2	10	2	hero/sunjian_big.png	0	
540083	祝融	83	5	5	1	15	63441	19471	24461	13796	13476	11	12	1	3	11	15	hero/zhurongfuren_big.png	0	
140088	孟获	88	1	5	5	17	79589	22232	29557	14452	15646	6	15	2	4	24	17	hero/huaxiong_big.png	0	
440093	周瑜	93	4	5	3	19	87409	26963	30901	18037	19166	0	26	2	18	15	4	hero/zhouyu_big.png	0	
140098	孙权	98	1	5	5	21	126876	29228	39259	20082	21348	8	17	3	5	28	20	hero/sunquan_big.png	0	
