编号	名称	等级限制	战役编号	主怪	战斗背景	位置0	位置1	位置2	位置3	位置4	位置5	位置6	位置7	位置8	战斗力	金币	君主经验	武将经验	英雄祭坛说明	点类型	坐标X	坐标Y	宝箱坐标	宝箱坐标	X轴反转(1=图片资源不反转，2=图片资源反转)	开启条件	士气	剧情文件编号
857	彭脱	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
858	赵媛姜	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
859	张宝	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
860	卞喜	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
861	何仪	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
862	郭太	25	3	415025	3				415025		310025		410024		12296	296	305	305		main	760	568			1		260	0
863	管亥	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
864	张角	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
865	郝萌	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
866	高顺	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
867	许汜	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
868	魏续	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
869	成廉	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
870	薛兰	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
871	李封	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
872	刘何	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
873	王楷	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
874	王贺	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
875	纶直	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
876	侯成	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
877	骆俊	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
878	宋宪	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
879	李封	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
880	魏越	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
881	吕玲绮	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
882	张辽	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
883	严氏	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
884	吕布	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
885	舒邵	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
886	苟闻建	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
887	陶丘洪	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
888	韩胤	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
889	俞涉	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
890	苌奴	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
891	诸葛玄	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
892	惠衢	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
893	陈纪	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
894	刘珐	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
895	郑浑	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
896	郑泰	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
897	桥蕤	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
898	张天昊	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
899	李丰	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
900	纪灵	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
901	袁耀	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
902	袁法	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
903	冯氏	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
904	袁术	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
905	岑壁	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
906	陈琳	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
907	周昂	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
908	冯礼	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
909	公孙犊	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
910	高平	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
911	沮授	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
912	袁遗	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
913	韩猛	25	3	415025	3				415025		310025		410024		12296	296	305	305		main	760	568			1		260	0
914	韩琼	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
915	蒋奇	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
916	焦触	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
917	夏昭	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
918	高柔	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
919	辛明	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
920	袁谭	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
921	袁熙	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
922	袁尚	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
923	刘氏	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
924	袁绍	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
925	乐何当	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
926	李移子	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
927	刘纬台	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
928	乐白	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
929	郭铄	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
930	张卿	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
931	季雍	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
932	范方	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
933	文则	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
934	田豫	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
935	关靖	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
936	邹丹	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
937	单经	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
938	田楷	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
939	严纲	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
940	公孙范	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
941	公孙越	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
942	公孙续	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
943	候氏	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
944	公孙瓒	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
945	陈应	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
946	鲍隆	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
947	宋忠	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
948	王威	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
949	傅巽	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
950	韩嵩	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
951	张允	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
952	刘磐	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
953	李珪	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
954	蒯越	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
955	杨龄	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
956	韩玄	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
957	刘度	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
958	刘贤	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
959	赵范	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
960	刘修	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
961	刘琮	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
962	刘琦	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
963	蔡氏	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
964	刘表	25	3	415025	3				415025		310025		410024		12296	296	305	305		main	760	568			1		260	0
965	庞柔	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
966	庞隽	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
967	马援	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
968	宋建	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
969	柏亥	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
970	马肃	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
971	戴勇	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
972	杨松	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
973	杨柏	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
974	黄奎	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
975	马岱	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
976	刘婕	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
977	梁兴	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
978	毛绥	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
979	马铁	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
980	李堪	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
981	许临	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
982	马休	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
983	程氏	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
984	马腾	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
985	许褚	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
986	张飞	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
987	关羽	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
988	孙坚	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
989	孙权	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
990	黄盖	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
991	鲁肃	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
992	魏延	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
993	典韦	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
994	夏侯惇	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
995	马超	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
996	黄忠	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
997	周瑜	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
998	赵云	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
999	诸葛亮	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
1000	吕布	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
1001	杨锋	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
1002	沙摩柯	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
1003	孟获	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
