兵种(刀，枪，骑，谋士，红颜)	技能	类型(1:主动，2：被动)	技能等级	技能战斗力系数	技能效果	技能效果参数	技能目标	效果描述	效果持续回合	技能伤害系数	升级Tips	战斗力附加值
4	4	2	47	0	unblock	2350	0	永久提高谋士2350破招，破招可降低敌方格挡几率			下一级：永久提高谋士2400点破招	940
4	4	2	48	0	unblock	2400	0	永久提高谋士2400破招，破招可降低敌方格挡几率			下一级：永久提高谋士2450点破招	960
4	4	2	49	0	unblock	2450	0	永久提高谋士2450破招，破招可降低敌方格挡几率			下一级：永久提高谋士1250点破招	980
4	4	2	50	0	unblock	2500	0	永久提高谋士2500破招，破招可降低敌方格挡几率			已升到最高级	1000
4	5	1	1	120	sleep	100	0	对单体造成50%的伤害，并使其无法行动，持续1回合	1	50	下一级：对目标造成的伤害提高至52%	20
4	5	1	2	124	sleep	100	0	对单体造成52%的伤害，并使其无法行动，持续1回合	1	52	下一级：对目标造成的伤害提高至54%	40
4	5	1	3	128	sleep	100	0	对单体造成54%的伤害，并使其无法行动，持续1回合	1	54	下一级：对目标造成的伤害提高至56%	60
4	5	1	4	132	sleep	100	0	对单体造成56%的伤害，并使其无法行动，持续1回合	1	56	下一级：对目标造成的伤害提高至58%	80
4	5	1	5	136	sleep	100	0	对单体造成58%的伤害，并使其无法行动，持续1回合	1	58	下一级：对目标造成的伤害提高至60%	100
4	5	1	6	140	sleep	100	0	对单体造成60%的伤害，并使其无法行动，持续1回合	1	60	下一级：对目标造成的伤害提高至62%	120
4	5	1	7	144	sleep	100	0	对单体造成62%的伤害，并使其无法行动，持续1回合	1	62	下一级：对目标造成的伤害提高至64%	140
4	5	1	8	148	sleep	100	0	对单体造成64%的伤害，并使其无法行动，持续1回合	1	64	下一级：对目标造成的伤害提高至66%	160
4	5	1	9	152	sleep	100	0	对单体造成66%的伤害，并使其无法行动，持续1回合	1	66	下一级：对目标造成的伤害提高至68%	180
4	5	1	10	156	sleep	100	0	对单体造成68%的伤害，并使其无法行动，持续1回合	1	68	下一级：对目标造成的伤害提高至70%	200
4	5	1	11	160	sleep	100	0	对单体造成70%的伤害，并使其无法行动，持续1回合	1	70	下一级：对目标造成的伤害提高至72%	220
4	5	1	12	164	sleep	100	0	对单体造成72%的伤害，并使其无法行动，持续1回合	1	72	下一级：对目标造成的伤害提高至74%	240
4	5	1	13	168	sleep	100	0	对单体造成74%的伤害，并使其无法行动，持续1回合	1	74	下一级：对目标造成的伤害提高至76%	260
4	5	1	14	172	sleep	100	0	对单体造成76%的伤害，并使其无法行动，持续1回合	1	76	下一级：对目标造成的伤害提高至78%	280
4	5	1	15	176	sleep	100	0	对单体造成78%的伤害，并使其无法行动，持续1回合	1	78	下一级：对目标造成的伤害提高至80%	300
4	5	1	16	180	sleep	100	0	对单体造成80%的伤害，并使其无法行动，持续1回合	1	80	下一级：对目标造成的伤害提高至82%	320
4	5	1	17	184	sleep	100	0	对单体造成82%的伤害，并使其无法行动，持续1回合	1	82	下一级：对目标造成的伤害提高至84%	340
4	5	1	18	188	sleep	100	0	对单体造成84%的伤害，并使其无法行动，持续1回合	1	84	下一级：对目标造成的伤害提高至86%	360
4	5	1	19	192	sleep	100	0	对单体造成86%的伤害，并使其无法行动，持续1回合	1	86	下一级：对目标造成的伤害提高至88%	380
4	5	1	20	196	sleep	100	0	对单体造成88%的伤害，并使其无法行动，持续1回合	1	88	下一级：对目标造成的伤害提高至90%	400
4	5	1	21	200	sleep	100	0	对单体造成90%的伤害，并使其无法行动，持续1回合	1	90	下一级：对目标造成的伤害提高至92%	420
4	5	1	22	204	sleep	100	0	对单体造成92%的伤害，并使其无法行动，持续1回合	1	92	下一级：对目标造成的伤害提高至94%	440
4	5	1	23	208	sleep	100	0	对单体造成94%的伤害，并使其无法行动，持续1回合	1	94	下一级：对目标造成的伤害提高至96%	460
4	5	1	24	212	sleep	100	0	对单体造成96%的伤害，并使其无法行动，持续1回合	1	96	下一级：对目标造成的伤害提高至98%	480
4	5	1	25	216	sleep	100	0	对单体造成98%的伤害，并使其无法行动，持续1回合	1	98	下一级：对目标造成的伤害提高至100%	500
4	5	1	26	220	sleep	100	0	对单体造成100%的伤害，并使其无法行动，持续1回合	1	100	下一级：对目标造成的伤害提高至102%	520
4	5	1	27	224	sleep	100	0	对单体造成102%的伤害，并使其无法行动，持续1回合	1	102	下一级：对目标造成的伤害提高至104%	540
4	5	1	28	228	sleep	100	0	对单体造成104%的伤害，并使其无法行动，持续1回合	1	104	下一级：对目标造成的伤害提高至106%	560
4	5	1	29	232	sleep	100	0	对单体造成106%的伤害，并使其无法行动，持续1回合	1	106	下一级：对目标造成的伤害提高至108%	580
4	5	1	30	236	sleep	100	0	对单体造成108%的伤害，并使其无法行动，持续1回合	1	108	下一级：对目标造成的伤害提高至110%	600
4	5	1	31	240	sleep	100	0	对单体造成110%的伤害，并使其无法行动，持续1回合	1	110	下一级：对目标造成的伤害提高至112%	620
4	5	1	32	244	sleep	100	0	对单体造成112%的伤害，并使其无法行动，持续1回合	1	112	下一级：对目标造成的伤害提高至114%	640
4	5	1	33	248	sleep	100	0	对单体造成114%的伤害，并使其无法行动，持续1回合	1	114	下一级：对目标造成的伤害提高至116%	660
4	5	1	34	252	sleep	100	0	对单体造成116%的伤害，并使其无法行动，持续1回合	1	116	下一级：对目标造成的伤害提高至118%	680
4	5	1	35	256	sleep	100	0	对单体造成118%的伤害，并使其无法行动，持续1回合	1	118	下一级：对目标造成的伤害提高至120%	700
4	5	1	36	260	sleep	100	0	对单体造成120%的伤害，并使其无法行动，持续1回合	1	120	下一级：对目标造成的伤害提高至122%	720
4	5	1	37	264	sleep	100	0	对单体造成122%的伤害，并使其无法行动，持续1回合	1	122	下一级：对目标造成的伤害提高至124%	740
4	5	1	38	268	sleep	100	0	对单体造成124%的伤害，并使其无法行动，持续1回合	1	124	下一级：对目标造成的伤害提高至126%	760
4	5	1	39	272	sleep	100	0	对单体造成126%的伤害，并使其无法行动，持续1回合	1	126	下一级：对目标造成的伤害提高至128%	780
4	5	1	40	276	sleep	100	0	对单体造成128%的伤害，并使其无法行动，持续1回合	1	128	下一级：对目标造成的伤害提高至130%	800
4	5	1	41	280	sleep	100	0	对单体造成130%的伤害，并使其无法行动，持续1回合	1	130	下一级：对目标造成的伤害提高至132%	820
4	5	1	42	284	sleep	100	0	对单体造成132%的伤害，并使其无法行动，持续1回合	1	132	下一级：对目标造成的伤害提高至134%	840
4	5	1	43	288	sleep	100	0	对单体造成134%的伤害，并使其无法行动，持续1回合	1	134	下一级：对目标造成的伤害提高至136%	860
4	5	1	44	292	sleep	100	0	对单体造成136%的伤害，并使其无法行动，持续1回合	1	136	下一级：对目标造成的伤害提高至138%	880
4	5	1	45	296	sleep	100	0	对单体造成138%的伤害，并使其无法行动，持续1回合	1	138	下一级：对目标造成的伤害提高至140%	900
4	5	1	46	300	sleep	100	0	对单体造成140%的伤害，并使其无法行动，持续1回合	1	140	下一级：对目标造成的伤害提高至142%	920
4	5	1	47	304	sleep	100	0	对单体造成142%的伤害，并使其无法行动，持续1回合	1	142	下一级：对目标造成的伤害提高至144%	940
4	5	1	48	308	sleep	100	0	对单体造成144%的伤害，并使其无法行动，持续1回合	1	144	下一级：对目标造成的伤害提高至146%	960
4	5	1	49	312	sleep	100	0	对单体造成146%的伤害，并使其无法行动，持续1回合	1	146	下一级：对目标造成的伤害提高至148%	980
4	5	1	50	316	sleep	100	0	对单体造成148%的伤害，并使其无法行动，持续1回合	1	148	已升到最高级	1000
5	1	1	1	120	confuse	50	0	对单体造成30%伤害的同时50%几率魅惑目标,使其在下一回合攻击本方武将	1	30	下一级：魅惑伤害提高至31%，魅惑几率提高至51%	20
5	1	1	2	124	confuse	51	0	对单体造成31%伤害的同时51%几率魅惑目标,使其在下一回合攻击本方武将	1	31	下一级：魅惑伤害提高至32%，魅惑几率提高至52%	40
5	1	1	3	128	confuse	52	0	对单体造成32%伤害的同时52%几率魅惑目标,使其在下一回合攻击本方武将	1	32	下一级：魅惑伤害提高至33%，魅惑几率提高至53%	60
5	1	1	4	132	confuse	53	0	对单体造成33%伤害的同时53%几率魅惑目标,使其在下一回合攻击本方武将	1	33	下一级：魅惑伤害提高至34%，魅惑几率提高至54%	80
5	1	1	5	136	confuse	54	0	对单体造成34%伤害的同时54%几率魅惑目标,使其在下一回合攻击本方武将	1	34	下一级：魅惑伤害提高至35%，魅惑几率提高至55%	100
5	1	1	6	140	confuse	55	0	对单体造成35%伤害的同时55%几率魅惑目标,使其在下一回合攻击本方武将	1	35	下一级：魅惑伤害提高至36%，魅惑几率提高至56%	120
5	1	1	7	144	confuse	56	0	对单体造成36%伤害的同时56%几率魅惑目标,使其在下一回合攻击本方武将	1	36	下一级：魅惑伤害提高至37%，魅惑几率提高至57%	140
5	1	1	8	148	confuse	57	0	对单体造成37%伤害的同时57%几率魅惑目标,使其在下一回合攻击本方武将	1	37	下一级：魅惑伤害提高至38%，魅惑几率提高至58%	160
5	1	1	9	152	confuse	58	0	对单体造成38%伤害的同时58%几率魅惑目标,使其在下一回合攻击本方武将	1	38	下一级：魅惑伤害提高至39%，魅惑几率提高至59%	180
5	1	1	10	156	confuse	59	0	对单体造成39%伤害的同时59%几率魅惑目标,使其在下一回合攻击本方武将	1	39	下一级：魅惑伤害提高至40%，魅惑几率提高至60%	200
5	1	1	11	160	confuse	60	0	对单体造成40%伤害的同时60%几率魅惑目标,使其在下一回合攻击本方武将	1	40	下一级：魅惑伤害提高至41%，魅惑几率提高至61%	220
5	1	1	12	164	confuse	61	0	对单体造成41%伤害的同时61%几率魅惑目标,使其在下一回合攻击本方武将	1	41	下一级：魅惑伤害提高至42%，魅惑几率提高至62%	240
5	1	1	13	168	confuse	62	0	对单体造成42%伤害的同时62%几率魅惑目标,使其在下一回合攻击本方武将	1	42	下一级：魅惑伤害提高至43%，魅惑几率提高至63%	260
5	1	1	14	172	confuse	63	0	对单体造成43%伤害的同时63%几率魅惑目标,使其在下一回合攻击本方武将	1	43	下一级：魅惑伤害提高至44%，魅惑几率提高至64%	280
5	1	1	15	176	confuse	64	0	对单体造成44%伤害的同时64%几率魅惑目标,使其在下一回合攻击本方武将	1	44	下一级：魅惑伤害提高至45%，魅惑几率提高至65%	300
5	1	1	16	180	confuse	65	0	对单体造成45%伤害的同时65%几率魅惑目标,使其在下一回合攻击本方武将	1	45	下一级：魅惑伤害提高至46%，魅惑几率提高至66%	320
5	1	1	17	184	confuse	66	0	对单体造成46%伤害的同时66%几率魅惑目标,使其在下一回合攻击本方武将	1	46	下一级：魅惑伤害提高至47%，魅惑几率提高至67%	340
5	1	1	18	188	confuse	67	0	对单体造成47%伤害的同时67%几率魅惑目标,使其在下一回合攻击本方武将	1	47	下一级：魅惑伤害提高至48%，魅惑几率提高至68%	360
5	1	1	19	192	confuse	68	0	对单体造成48%伤害的同时68%几率魅惑目标,使其在下一回合攻击本方武将	1	48	下一级：魅惑伤害提高至49%，魅惑几率提高至69%	380
5	1	1	20	196	confuse	69	0	对单体造成49%伤害的同时69%几率魅惑目标,使其在下一回合攻击本方武将	1	49	下一级：魅惑伤害提高至50%，魅惑几率提高至70%	400
5	1	1	21	200	confuse	70	0	对单体造成50%伤害的同时70%几率魅惑目标,使其在下一回合攻击本方武将	1	50	下一级：魅惑伤害提高至51%，魅惑几率提高至71%	420
5	1	1	22	204	confuse	71	0	对单体造成51%伤害的同时71%几率魅惑目标,使其在下一回合攻击本方武将	1	51	下一级：魅惑伤害提高至52%，魅惑几率提高至72%	440
5	1	1	23	208	confuse	72	0	对单体造成52%伤害的同时72%几率魅惑目标,使其在下一回合攻击本方武将	1	52	下一级：魅惑伤害提高至53%，魅惑几率提高至73%	460
5	1	1	24	212	confuse	73	0	对单体造成53%伤害的同时73%几率魅惑目标,使其在下一回合攻击本方武将	1	53	下一级：魅惑伤害提高至54%，魅惑几率提高至74%	480
5	1	1	25	216	confuse	74	0	对单体造成54%伤害的同时74%几率魅惑目标,使其在下一回合攻击本方武将	1	54	下一级：魅惑伤害提高至55%，魅惑几率提高至75%	500
5	1	1	26	220	confuse	75	0	对单体造成55%伤害的同时75%几率魅惑目标,使其在下一回合攻击本方武将	1	55	下一级：魅惑伤害提高至56%，魅惑几率提高至76%	520
5	1	1	27	224	confuse	76	0	对单体造成56%伤害的同时76%几率魅惑目标,使其在下一回合攻击本方武将	1	56	下一级：魅惑伤害提高至57%，魅惑几率提高至77%	540
5	1	1	28	228	confuse	77	0	对单体造成57%伤害的同时77%几率魅惑目标,使其在下一回合攻击本方武将	1	57	下一级：魅惑伤害提高至58%，魅惑几率提高至78%	560
5	1	1	29	232	confuse	78	0	对单体造成58%伤害的同时78%几率魅惑目标,使其在下一回合攻击本方武将	1	58	下一级：魅惑伤害提高至59%，魅惑几率提高至79%	580
5	1	1	30	236	confuse	79	0	对单体造成59%伤害的同时79%几率魅惑目标,使其在下一回合攻击本方武将	1	59	下一级：魅惑伤害提高至60%，魅惑几率提高至80%	600
5	1	1	31	240	confuse	80	0	对单体造成60%伤害的同时80%几率魅惑目标,使其在下一回合攻击本方武将	1	60	下一级：魅惑伤害提高至61%，魅惑几率提高至81%	620
5	1	1	32	244	confuse	81	0	对单体造成61%伤害的同时81%几率魅惑目标,使其在下一回合攻击本方武将	1	61	下一级：魅惑伤害提高至62%，魅惑几率提高至82%	640
5	1	1	33	248	confuse	82	0	对单体造成62%伤害的同时82%几率魅惑目标,使其在下一回合攻击本方武将	1	62	下一级：魅惑伤害提高至63%，魅惑几率提高至83%	660
5	1	1	34	252	confuse	83	0	对单体造成63%伤害的同时83%几率魅惑目标,使其在下一回合攻击本方武将	1	63	下一级：魅惑伤害提高至64%，魅惑几率提高至84%	680
5	1	1	35	256	confuse	84	0	对单体造成64%伤害的同时84%几率魅惑目标,使其在下一回合攻击本方武将	1	64	下一级：魅惑伤害提高至65%，魅惑几率提高至85%	700
5	1	1	36	260	confuse	85	0	对单体造成65%伤害的同时85%几率魅惑目标,使其在下一回合攻击本方武将	1	65	下一级：魅惑伤害提高至66%，魅惑几率提高至86%	720
5	1	1	37	264	confuse	86	0	对单体造成66%伤害的同时86%几率魅惑目标,使其在下一回合攻击本方武将	1	66	下一级：魅惑伤害提高至67%，魅惑几率提高至87%	740
5	1	1	38	268	confuse	87	0	对单体造成67%伤害的同时87%几率魅惑目标,使其在下一回合攻击本方武将	1	67	下一级：魅惑伤害提高至68%，魅惑几率提高至88%	760
5	1	1	39	272	confuse	88	0	对单体造成68%伤害的同时88%几率魅惑目标,使其在下一回合攻击本方武将	1	68	下一级：魅惑伤害提高至69%，魅惑几率提高至89%	780
5	1	1	40	276	confuse	89	0	对单体造成69%伤害的同时89%几率魅惑目标,使其在下一回合攻击本方武将	1	69	下一级：魅惑伤害提高至70%，魅惑几率提高至90%	800
5	1	1	41	280	confuse	90	0	对单体造成70%伤害的同时90%几率魅惑目标,使其在下一回合攻击本方武将	1	70	下一级：魅惑伤害提高至71%，魅惑几率提高至91%	820
5	1	1	42	284	confuse	91	0	对单体造成71%伤害的同时91%几率魅惑目标,使其在下一回合攻击本方武将	1	71	下一级：魅惑伤害提高至72%，魅惑几率提高至92%	840
5	1	1	43	288	confuse	92	0	对单体造成72%伤害的同时92%几率魅惑目标,使其在下一回合攻击本方武将	1	72	下一级：魅惑伤害提高至73%，魅惑几率提高至93%	860
5	1	1	44	292	confuse	93	0	对单体造成73%伤害的同时93%几率魅惑目标,使其在下一回合攻击本方武将	1	73	下一级：魅惑伤害提高至74%，魅惑几率提高至94%	880
5	1	1	45	296	confuse	94	0	对单体造成74%伤害的同时94%几率魅惑目标,使其在下一回合攻击本方武将	1	74	下一级：魅惑伤害提高至75%，魅惑几率提高至95%	900
5	1	1	46	300	confuse	95	0	对单体造成75%伤害的同时95%几率魅惑目标,使其在下一回合攻击本方武将	1	75	下一级：魅惑伤害提高至76%，魅惑几率提高至96%	920
5	1	1	47	304	confuse	96	0	对单体造成76%伤害的同时96%几率魅惑目标,使其在下一回合攻击本方武将	1	76	下一级：魅惑伤害提高至77%，魅惑几率提高至97%	940
5	1	1	48	308	confuse	97	0	对单体造成77%伤害的同时97%几率魅惑目标,使其在下一回合攻击本方武将	1	77	下一级：魅惑伤害提高至78%，魅惑几率提高至98%	960
5	1	1	49	312	confuse	98	0	对单体造成78%伤害的同时98%几率魅惑目标,使其在下一回合攻击本方武将	1	78	下一级：魅惑伤害提高至79%，魅惑几率提高至100%	980
5	1	1	50	316	confuse	100	0	对单体造成79%伤害的同时100%几率魅惑目标,使其在下一回合攻击本方武将	1	79	已升到最高级	1000
5	2	2	1	0	fortitude	50	0	永久提高红颜50点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜100点刚毅	20
5	2	2	2	0	fortitude	100	0	永久提高红颜100点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜150点刚毅	40
5	2	2	3	0	fortitude	150	0	永久提高红颜150点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜200点刚毅	60
5	2	2	4	0	fortitude	200	0	永久提高红颜200点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜250点刚毅	80
5	2	2	5	0	fortitude	250	0	永久提高红颜250点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜300点刚毅	100
5	2	2	6	0	fortitude	300	0	永久提高红颜300点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜350点刚毅	120
5	2	2	7	0	fortitude	350	0	永久提高红颜350点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜400点刚毅	140
5	2	2	8	0	fortitude	400	0	永久提高红颜400点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜450点刚毅	160
5	2	2	9	0	fortitude	450	0	永久提高红颜450点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜500点刚毅	180
5	2	2	10	0	fortitude	500	0	永久提高红颜500点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜550点刚毅	200
5	2	2	11	0	fortitude	550	0	永久提高红颜550点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜600点刚毅	220
5	2	2	12	0	fortitude	600	0	永久提高红颜600点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜650点刚毅	240
5	2	2	13	0	fortitude	650	0	永久提高红颜650点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜700点刚毅	260
5	2	2	14	0	fortitude	700	0	永久提高红颜700点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜750点刚毅	280
5	2	2	15	0	fortitude	750	0	永久提高红颜750点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜800点刚毅	300
5	2	2	16	0	fortitude	800	0	永久提高红颜800点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜850点刚毅	320
5	2	2	17	0	fortitude	850	0	永久提高红颜850点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜900点刚毅	340
5	2	2	18	0	fortitude	900	0	永久提高红颜900点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜950点刚毅	360
5	2	2	19	0	fortitude	950	0	永久提高红颜950点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1000点刚毅	380
5	2	2	20	0	fortitude	1000	0	永久提高红颜1000点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1050点刚毅	400
5	2	2	21	0	fortitude	1050	0	永久提高红颜1050点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1100点刚毅	420
5	2	2	22	0	fortitude	1100	0	永久提高红颜1100点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1150点刚毅	440
5	2	2	23	0	fortitude	1150	0	永久提高红颜1150点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1200点刚毅	460
5	2	2	24	0	fortitude	1200	0	永久提高红颜1200点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1250点刚毅	480
5	2	2	25	0	fortitude	1250	0	永久提高红颜1250点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1300点刚毅	500
5	2	2	26	0	fortitude	1300	0	永久提高红颜1300点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1350点刚毅	520
5	2	2	27	0	fortitude	1350	0	永久提高红颜1350点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1400点刚毅	540
5	2	2	28	0	fortitude	1400	0	永久提高红颜1400点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1450点刚毅	560
5	2	2	29	0	fortitude	1450	0	永久提高红颜1450点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1500点刚毅	580
5	2	2	30	0	fortitude	1500	0	永久提高红颜1500点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1550点刚毅	600
5	2	2	31	0	fortitude	1550	0	永久提高红颜1550点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1600点刚毅	620
5	2	2	32	0	fortitude	1600	0	永久提高红颜1600点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1650点刚毅	640
5	2	2	33	0	fortitude	1650	0	永久提高红颜1650点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1700点刚毅	660
5	2	2	34	0	fortitude	1700	0	永久提高红颜1700点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1750点刚毅	680
5	2	2	35	0	fortitude	1750	0	永久提高红颜1750点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1800点刚毅	700
5	2	2	36	0	fortitude	1800	0	永久提高红颜1800点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1850点刚毅	720
5	2	2	37	0	fortitude	1850	0	永久提高红颜1850点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1900点刚毅	740
5	2	2	38	0	fortitude	1900	0	永久提高红颜1900点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜1950点刚毅	760
5	2	2	39	0	fortitude	1950	0	永久提高红颜1950点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜2000点刚毅	780
5	2	2	40	0	fortitude	2000	0	永久提高红颜2000点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜2050点刚毅	800
5	2	2	41	0	fortitude	2050	0	永久提高红颜2050点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜2100点刚毅	820
5	2	2	42	0	fortitude	2100	0	永久提高红颜2100点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜2150点刚毅	840
5	2	2	43	0	fortitude	2150	0	永久提高红颜2150点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜2200点刚毅	860
5	2	2	44	0	fortitude	2200	0	永久提高红颜2200点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜2250点刚毅	880
5	2	2	45	0	fortitude	2250	0	永久提高红颜2250点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜2300点刚毅	900
5	2	2	46	0	fortitude	2300	0	永久提高红颜2300点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜2350点刚毅	920
5	2	2	47	0	fortitude	2350	0	永久提高红颜2350点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜2400点刚毅	940
5	2	2	48	0	fortitude	2400	0	永久提高红颜2400点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜2450点刚毅	960
5	2	2	49	0	fortitude	2450	0	永久提高红颜2450点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高红颜2500点刚毅	980
5	2	2	50	0	fortitude	2500	0	永久提高红颜2500点刚毅，刚毅可降低受到暴击的几率			已升到最高级	1000
5	3	1	1	120	health	20	1	移除己方全体负面效果，恢复谋略值20%的兵力		0	下一级：恢复效果提高至21%	20
5	3	1	2	124	health	21	1	移除己方全体负面效果，恢复谋略值21%的兵力		0	下一级：恢复效果提高至22%	40
5	3	1	3	128	health	22	1	移除己方全体负面效果，恢复谋略值22%的兵力		0	下一级：恢复效果提高至23%	60
5	3	1	4	132	health	23	1	移除己方全体负面效果，恢复谋略值23%的兵力		0	下一级：恢复效果提高至24%	80
5	3	1	5	136	health	24	1	移除己方全体负面效果，恢复谋略值24%的兵力		0	下一级：恢复效果提高至25%	100
5	3	1	6	140	health	25	1	移除己方全体负面效果，恢复谋略值25%的兵力		0	下一级：恢复效果提高至26%	120
5	3	1	7	144	health	26	1	移除己方全体负面效果，恢复谋略值26%的兵力		0	下一级：恢复效果提高至27%	140
5	3	1	8	148	health	27	1	移除己方全体负面效果，恢复谋略值27%的兵力		0	下一级：恢复效果提高至28%	160
5	3	1	9	152	health	28	1	移除己方全体负面效果，恢复谋略值28%的兵力		0	下一级：恢复效果提高至29%	180
5	3	1	10	156	health	29	1	移除己方全体负面效果，恢复谋略值29%的兵力		0	下一级：恢复效果提高至30%	200
5	3	1	11	160	health	30	1	移除己方全体负面效果，恢复谋略值30%的兵力		0	下一级：恢复效果提高至31%	220
5	3	1	12	164	health	31	1	移除己方全体负面效果，恢复谋略值31%的兵力		0	下一级：恢复效果提高至32%	240
5	3	1	13	168	health	32	1	移除己方全体负面效果，恢复谋略值32%的兵力		0	下一级：恢复效果提高至33%	260
5	3	1	14	172	health	33	1	移除己方全体负面效果，恢复谋略值33%的兵力		0	下一级：恢复效果提高至34%	280
5	3	1	15	176	health	34	1	移除己方全体负面效果，恢复谋略值34%的兵力		0	下一级：恢复效果提高至35%	300
5	3	1	16	180	health	35	1	移除己方全体负面效果，恢复谋略值35%的兵力		0	下一级：恢复效果提高至36%	320
5	3	1	17	184	health	36	1	移除己方全体负面效果，恢复谋略值36%的兵力		0	下一级：恢复效果提高至37%	340
5	3	1	18	188	health	37	1	移除己方全体负面效果，恢复谋略值37%的兵力		0	下一级：恢复效果提高至38%	360
5	3	1	19	192	health	38	1	移除己方全体负面效果，恢复谋略值38%的兵力		0	下一级：恢复效果提高至39%	380
5	3	1	20	196	health	39	1	移除己方全体负面效果，恢复谋略值39%的兵力		0	下一级：恢复效果提高至40%	400
5	3	1	21	200	health	40	1	移除己方全体负面效果，恢复谋略值40%的兵力		0	下一级：恢复效果提高至41%	420
5	3	1	22	204	health	41	1	移除己方全体负面效果，恢复谋略值41%的兵力		0	下一级：恢复效果提高至42%	440
5	3	1	23	208	health	42	1	移除己方全体负面效果，恢复谋略值42%的兵力		0	下一级：恢复效果提高至43%	460
5	3	1	24	212	health	43	1	移除己方全体负面效果，恢复谋略值43%的兵力		0	下一级：恢复效果提高至44%	480
5	3	1	25	216	health	44	1	移除己方全体负面效果，恢复谋略值44%的兵力		0	下一级：恢复效果提高至45%	500
5	3	1	26	220	health	45	1	移除己方全体负面效果，恢复谋略值45%的兵力		0	下一级：恢复效果提高至46%	520
5	3	1	27	224	health	46	1	移除己方全体负面效果，恢复谋略值46%的兵力		0	下一级：恢复效果提高至47%	540
5	3	1	28	228	health	47	1	移除己方全体负面效果，恢复谋略值47%的兵力		0	下一级：恢复效果提高至48%	560
5	3	1	29	232	health	48	1	移除己方全体负面效果，恢复谋略值48%的兵力		0	下一级：恢复效果提高至49%	580
5	3	1	30	236	health	49	1	移除己方全体负面效果，恢复谋略值49%的兵力		0	下一级：恢复效果提高至50%	600
5	3	1	31	240	health	50	1	移除己方全体负面效果，恢复谋略值50%的兵力		0	下一级：恢复效果提高至51%	620
5	3	1	32	244	health	51	1	移除己方全体负面效果，恢复谋略值51%的兵力		0	下一级：恢复效果提高至52%	640
5	3	1	33	248	health	52	1	移除己方全体负面效果，恢复谋略值52%的兵力		0	下一级：恢复效果提高至53%	660
5	3	1	34	252	health	53	1	移除己方全体负面效果，恢复谋略值53%的兵力		0	下一级：恢复效果提高至54%	680
